well_id,corrected_mni_x,corrected_mni_y,corrected_mni_z
126432640,-64.0206756213723,-20.110449693609894,-30.424445703898
126432507,-61.939103768282784,-19.7213835734427,-22.6499686361588
126432570,-18.7151770765413,-7.85388622273269,56.147830951909796
126432487,-65.0601959018897,-8.53001907440962,30.5116213660008
126432636,-58.8294494092483,-9.389909069738561,43.604976961868
126432556,-50.9145644832933,-8.13650422470107,-5.912924840215559
126432505,-27.859288137687997,-8.20152704623591,-41.0215080498854
126432622,-42.275019366161295,-8.81316389678997,-45.7086761957727
126432521,-53.5204144294701,-8.11533242631855,-35.3979656835323
126432184,-58.4870249867803,2.07948422818348,-4.6891605074903495
126432150,-60.23786203747071,1.97403994897294,-2.7828102305269
126432501,-59.390795657668704,1.99696753357106,-2.68465340946842
126432134,-57.0217889565127,2.4899461439920603,-20.608193947685198
126432072,-40.800829811034,3.1978860134065497,-39.5672733741791
126432517,-24.5682798644781,0.47495070421186,14.7395764078423
126432120,-12.1743537426213,2.70363653316171,19.1740190776029
126432088,-6.51365501069255,-0.9203365934201668,39.0349332694911
126432230,-24.2675249323981,11.1935677923291,9.440386157872382
126431691,-54.2078110475231,11.0017017952394,-7.03836129138134
126431723,-25.5806555778784,11.8719372693119,-35.3260130286377
126431627,-12.0820806677563,13.2230755788084,17.7170044961798
126431689,-22.8112921786388,22.80976477035,56.259855018911296
126431787,-22.536415179112506,21.5109879294128,-24.4559256141162
126431803,-27.9708938259913,20.4714603941612,-9.79495992153082
126434319,-8.5275294103547,34.3756816792136,55.0040459550143
126426475,-7.747531000603889,31.914064185678395,-11.666816726993
126426411,-8.96776245251194,31.936472761022703,-24.567126927743807
126426523,-35.626442324463504,31.0043964912041,-7.71276040710415
126426551,-44.43262896161679,45.103283336897604,6.294180780415631
126426505,-32.4628538885284,44.4616781945139,-18.0993170729306
126426489,-42.1730054448181,43.9661422243311,-13.130414114827001
126426473,-43.2604766280272,43.8923226217645,-7.992342744316878
126426391,-18.4893715995049,54.392875817034906,28.444610378081002
126426487,-16.3664843232628,51.268395661496896,-21.2497991980271
126426519,-29.3209028223104,50.57956772529951,-15.5653900711881
127687506,-22.486150929614602,21.7459602918392,11.855134378624198
127687490,-18.8474846456341,21.6927326542617,13.5131450011162
127687605,-5.05513856764176,4.4621745633204295,-4.20287156448902
127687588,-8.67761556381596,4.98431761091154,-7.34926209599343
127687572,-9.755879919955788,3.47730126245974,-2.92050848645509
127687556,-4.420050156101151,4.2681575821044,0.142898750215437
127687540,-5.39813546969844,4.11194954407829,0.133062821877598
127687524,-20.850096080655998,2.38538798094153,-12.288943314312997
127687492,-26.8122158514672,1.68891903497089,-15.1675916489014
127687667,-33.921334483688604,3.6677170616409,-17.540209360306402
127687651,-35.487947498096204,1.48282886044557,2.9952875523989304
127687635,-6.218704714241331,3.77795523729241,5.654046990242032
127687619,-6.461965236877379,4.1317221284392,-2.87335542972589
127687603,-3.31886811710356,4.20725574766903,8.55492636616185
127687586,-14.875902073891801,2.49211053987617,-4.14631833708177
127687985,9.361615593442536,-50.476782523231,-32.5877062242444
127687969,-4.99756082905748,-55.4858924253895,-33.5505039026063
127687937,-4.91306782953324,-55.569331680367604,-29.0064354644528
127687921,-17.1602010288363,-57.408085759535396,-35.9690521638228
127687558,-30.1220623947465,-17.5526416778433,-15.800767234054598
127687526,-34.9945622198815,-18.2233626049639,-13.0144915721529
127687494,-36.5235507617174,-18.633968142276302,-1.11329318029373
127687669,-35.4568828990893,-18.5328138236778,-5.0306251334987016
127687653,-36.0443632350421,-18.2506159056317,-10.5908313619669
127687637,-36.7727771224921,-18.2126659234616,-15.757923836743199
127687905,-18.8893009589173,-6.905096573557099,-5.04791589248915
127687889,-17.332643438352,-6.2394760606753215,-1.0839859480538498
127687873,-15.995393970108301,-5.56942213212669,2.07781815853819
127687841,-16.6262013812676,-6.27892292309908,-5.260824279505349
127687825,-16.474340860748597,-6.047729503682271,-2.986218801583
127687999,-13.346242762988801,-5.38167047091203,-1.6908107941568602
127687983,-10.7027276193132,-5.43232048815124,-4.48003294910224
127687967,-15.7913456636265,-6.07803672154899,-6.27888598616309
127687951,-8.9482012095759,-4.66623243480125,1.8343097833631496
127687935,-14.2437794034693,-5.69427500502364,-6.541811050770072
127687919,-12.4036658155987,-5.11375819591514,0.0970215530397347
127687903,-18.3915787492979,-6.82249431398052,-2.94815425618745
127687887,-15.3470912671172,-5.751172248405808,-3.01746224254774
127687871,-17.4808733234895,-6.41280987480294,-2.95034837205788
127687839,-11.9192838868867,-5.3394958383125495,-1.71935186707548
127687997,-10.5582798109528,-4.62874467476755,2.8378276892923497
127687933,-4.3236423912217,-4.9760194732924905,11.3937789577946
127687917,-6.93173457890343,-5.00254702645635,15.973952685947001
127687901,-38.5441929424315,-8.977476432125039,7.13611662594897
127687885,-4.22841596342774,-4.31977853896885,13.997607177399
127687837,-22.795722449302,-48.123125988474996,4.2584971358698605
127687821,-19.9079850614982,-47.83947725801,4.321692434109661
127687570,-36.0826348805317,-18.820284731678,3.5244231499935
127687995,-24.420377701554397,-7.56731967844051,-10.2830981496361
127687979,-32.0841345779385,-9.353150899206891,-5.985590570581159
127687947,-27.496887090637802,-8.66105994281101,-22.4104212726225
127687931,-26.3865582311441,-8.01920396271823,-4.57396709888621
127687915,-28.8984825895392,-8.47731413440706,-10.404511573142
127687899,-29.4777516117453,-8.76970552939451,-16.5928123192785
127687883,-39.6715576312728,-8.97453472144551,-6.2509086622017405
127687867,-32.863712315897104,-9.99071757577819,-3.2884021164356696
127687554,-4.98731902254856,4.0612599756014,9.17011492668574
127687819,-12.7606016437537,12.747159818621599,-2.59802166392884
126435025,-20.609289124355602,-50.7318009350004,70.8745933095887
126435089,-2.57317897499058,-44.516420223736894,14.6240027293244
126434995,-15.434615783126599,-67.3791246997194,47.0336992533859
126435043,-18.6128925399553,-68.0126594887107,13.2751514720524
126435139,-59.4134224206789,-71.7701349305158,-9.958535149619
126435109,-14.3080529098402,-80.80223241024859,-15.4869124099618
126434983,-45.1984254352596,-86.10262292687098,13.4608015667257
126435015,-1.1461303128078602,-88.2960493252985,3.29336606760158
126434999,-5.15794382628457,-90.66383372213319,7.16688237284853
126435079,-3.26553034544892,-92.7744264403129,-15.0949229703076
126435127,-26.6683221575135,-93.8548311425358,7.6474843925711395
126435111,-31.338094018301806,-94.84464426246141,9.633374996374233
126435065,-18.4931707035365,-100.13677962504299,7.341426011813412
126435033,-14.9903849668101,-98.7866126489271,1.83566941798312
126435001,-5.51515723172537,-98.545072454533,-13.9883463537327
126434383,-17.3882044670777,-61.2462269820933,65.72564841493339
126434446,-37.7706611697721,-54.507142128908605,41.4972028148923
126434420,-35.390271442960795,-55.7822912093239,43.2541386725786
126434489,-10.4661170410462,-60.237017511482804,-6.986276589704441
126434332,-49.412370369995095,-59.221904375379495,14.176840237736199
126434403,-49.4312270047996,-61.3443228813907,-23.798048808218304
126434385,-33.585921203147,-61.4847223676787,-6.805795385179992
126434449,-57.4586684942574,-60.65521894088271,-22.502858444129892
126434466,-64.6140434384462,-48.760228448351604,35.150658231576
126434443,-41.8567750610448,-46.0739750868967,31.5348766977478
126434563,-47.1848780787998,-47.874137660959796,-9.33317811426693
126434356,-63.8860564498154,-48.9825071042931,-3.96954725313362
126434581,-66.11531713589379,-48.7326302501588,5.06244305046509
126434417,-6.7402935014211,-20.3913815898748,28.3476245231107
126434352,-6.5746007461689615,-22.1636327800463,70.69255813263601
126434378,-57.2351266059486,-38.2128477063976,15.8340719964191
126434349,-67.9224850239956,-39.8107299337055,15.9181113947446
126434324,-65.7123823973948,-39.7932878768109,33.6297601815355
126434440,-48.53435197460861,-36.71909439058521,-17.1940209183479
126434485,-63.97673313325321,-38.9278805334541,2.08271960141017
126434393,-12.228471127993199,-30.2362774909183,70.03148122326729
126434499,-4.38202509667134,-28.453047306875305,33.2139682894935
126434480,-4.44463095463646,-27.615061102133197,30.0529502332967
126434459,-5.7247492456204805,-29.302577541753895,43.32505668937721
126434433,-7.05501904658543,-28.820468960573894,46.6204120455048
126434574,-39.3070575463406,-27.789552034131397,-14.9834543682252
126434345,-56.1995326736036,-27.111739582213602,-2.60641338245926
126432656,-40.9588037032126,-20.045940904925306,-24.060543786024198
126432624,-45.4496616067229,-19.256856508303798,-24.532388487804198
126432491,-59.9065929183,-19.2154497023589,-16.8905266527649
126432554,-3.78975138243832,-12.331316166629,72.968750353919
126432586,-7.44829943306283,-10.7663186028479,48.0748003593282
126432652,-46.126830987588995,-7.7766233236768185,35.6776045500106
126432620,-40.906722697762,-10.4286799857717,63.014323823065006
126434977,-26.859394497161002,-8.14898970506233,-41.062779036239796
126432670,-30.1894419262461,-8.3335364610761,-36.8529454685686
126432654,-27.4878994910645,-8.18004460590739,-46.0413054533075
126432606,-38.9311353396834,-8.7098525377443,-38.4539076190712
126432118,-65.5611478089707,1.93124867553876,-7.53438257941061
126432086,-61.8517892666987,2.65090898863646,4.26762594329343
126432232,-43.551432644525,3.04928708490684,-28.9843745663539
126432104,-3.11856596304223,0.8141459606052659,31.177164055638
126432182,-24.6942755317621,12.7508566516641,66.2934186417143
126432166,-8.27546059249457,11.9606720859935,69.6935063911897
126432053,-3.35754565929034,14.261313055729303,-6.86605192813589
126432132,-2.8263429121292103,25.356556439761402,28.1471481623372
126432116,-2.28707742943596,23.682567440193505,45.76560541477679
126431641,-35.364588042082204,9.462140700758999,40.7856951674831
126432068,-34.1869951743932,9.624831994299631,40.6481766281321
126431707,-44.8840725281604,11.0104827090307,-0.8007050329835079
126431675,-57.1784685059537,12.681170510046801,-1.13419194530355
126431755,-23.6010984271234,11.9616080076776,-35.315608661741706
126431721,-55.4072025528751,20.661247763223,28.355989943551396
126431753,-43.254640614787,19.656178301909694,-3.71110395923809
126431625,-7.7717339852944605,22.8714949549908,-2.29195483850888
126432485,-37.5871772537319,30.7717778292868,-5.39804586458487
126426507,-36.6619354370674,30.8229170147813,-5.180674265124259
126426491,-52.388656076212904,30.4901608372793,-4.75630237417992
126426425,-16.8969216488217,44.354447365088795,-18.4265945216145
126426409,-6.46172414181443,44.79741571025021,-25.233077212322197
126431639,-31.4997043377272,44.5084523019482,-18.090726990837396
126426423,-3.61820601837124,53.42166139097471,8.31917563605368
126426471,-5.13384594425034,51.7586367538068,-27.8077169115945
126426455,-2.14096704386036,51.865386923231796,-26.806839256072397
126431623,-1.1302261914987,51.902192719940004,-26.822552806750608
126426503,-34.1301389737212,51.355229895515,-14.660180935650196
126432051,-33.1646738781944,51.3975930244962,-14.6441755910129
126435057,-6.41863806078011,-46.64922822531801,44.8975926702273
126435121,-37.9983983540107,-45.1748742935119,53.3287172566154
126435123,-37.885139624370396,-70.5952950024091,8.95981144375085
126435107,-51.9994107254356,-72.6727163202039,18.769509330801398
126434981,-49.5413141655069,-71.0396025610703,-23.7829693530149
126435013,-1.97396869281292,-77.9539489887113,47.5952040428133
126435077,-29.500551542589,-81.0976581377527,41.8979213493514
126435061,-18.8626814175123,-79.9231758120798,47.26561567413421
126435045,-18.284140419795694,-79.3000927216398,16.7976679177209
126435029,-16.3271214376461,-80.05468739708671,49.4330840552979
126435141,-14.3519816326841,-80.8592947298541,-17.5336872170089
126435157,-39.7740028673427,-86.2413657239177,20.6538659580462
126435047,-13.8253514638301,-90.1571286666252,10.7924560394796
126435031,-17.0861254472628,-90.2157380979173,13.7670178863623
126435159,-12.581398881816002,-98.25544805843978,16.463104694045903
126435143,-3.7328394583196096,-97.08735344840107,9.715317113706721
126435049,-24.837395745661503,-98.7956654946315,-3.94129260628271
126435017,-8.10311945256307,-98.8311374964604,2.4219762127326803
126434985,-7.97275941337438,-98.600877607449,4.33936053686028
126434401,-6.54255049660817,-57.3952752108764,47.4107628415115
126434508,-20.02578696668,-60.402560666274006,-0.7961629874917829
126434422,-55.0570918313628,-58.0916985725016,2.5026649847040803
126434487,-45.354626113205995,-45.8115864507022,30.9126683322438
126434530,-62.6091546032433,-49.04858658303289,-21.9692066567255
126434506,-50.1121688176715,-47.0870268474541,-10.605414600417
126434579,-0.32272768982729605,-1.72182763266124,54.986889250579786
126434461,-19.7567260120517,-39.4072511716919,70.9128125588177
126434524,-6.75933116119602,-36.78073035273921,21.1431967979766
126434559,-40.7201434316009,-39.7411473948831,63.422093585541
126434577,-46.1509240430934,-37.493581728707795,39.0223059502018
126434413,-56.4009848422992,-38.87181197408,-29.517726068277803
126434561,-58.9925542498972,-37.92810693720129,-19.3599270692902
126434504,-63.0852272719304,-38.9880350159944,-0.7824613803404179
126434409,-2.9408589195080297,-28.3875013533849,68.4538829003688
126434521,-47.8535794652651,-28.734505228366398,65.3270038511731
126434375,-67.236687032376,-27.679783530542608,-6.96401303457548
126432574,-43.161285674957284,-17.9801925650278,56.309516043820295
126432540,-26.7409492726114,-18.776353650221,76.3923737235925
126432672,-33.104993975422,-19.7248605880037,-34.9912237918843
126432536,-22.220564312891607,-6.31802385528364,59.7416542284762
126432604,-5.798297862586992,-8.61400890285181,34.0740216481013
126432668,-54.977536824474,-5.67491834008986,28.076652189091202
126432572,-43.814627455338794,-7.8379827753046,-7.03049504291492
126432519,-65.1918603220113,-8.38758803354303,-10.5277596419164
126432503,-64.3283219510085,-9.031436179292589,12.9575924959442
126432489,-26.3504582289093,-8.117956290207701,-35.0534135022586
126432070,-63.2386953817562,2.61078056718964,22.0163824096734
126432168,-43.6406613613064,3.11734125208723,-14.4025917731975
126432102,-50.657985928620604,3.2076753936116296,4.6193117429594
126432056,-49.297528766675605,2.81968568652887,-42.6116479632403
126432136,-23.5334303689499,0.8069920770611351,14.4360789130219
126432198,-5.5562505699398,13.841018753495,-3.41900610268697
126434342,-2.342749936931,24.868637372347496,29.688147758680202
126432148,-1.3850445744269198,25.0890309644805,29.548529327087003
126432100,-1.24771669511739,25.192598886590094,60.4592288377927
126431657,-49.3605087226833,11.9526054323559,37.8677847301212
126431739,-30.273912883730397,11.6401148205778,-37.470775138246495
126431772,-51.6029769798796,10.5020950031864,-32.980691720009304
126431643,-7.11737881265242,14.2960734452673,21.957746177311602
126431805,-4.19969774764031,12.3408452380245,30.016330902638803
126431789,-6.44522599492103,11.3741625263514,39.6254583314835
126431737,-58.4105574302043,21.992968376308497,17.9630739441278
126431770,0.0944029340554924,22.626562448253,-23.739759448396
126426537,-9.41480925531502,34.328005326950105,56.0293289925218
126426553,-3.3598052944411703,32.1210410865066,37.1088744708049
126426569,-49.85918779059499,31.4129957352667,18.1147914367735
126426443,-9.16223844564616,32.9260605401198,1.3403714910908402
126426427,-23.598286608608998,31.0873721894486,-18.24562563332
126426567,-20.8450136675752,47.49053746799271,31.4493422887784
126426535,-20.669640044083,47.1043255516146,34.1524838950878
126426457,-6.12062851936566,45.021337755837,-13.6131031886559
126426441,-8.509283029913549,45.2273851994514,-9.580310705066813
126426393,-3.40758328551517,44.9087239200525,-25.2936148415201
126426407,-21.7683476486967,53.85366875346661,24.6420946647263
126426439,-32.0351509217315,52.4244975665035,11.4397794356831
126439301,-27.7663138006012,0.5996468380162341,5.567765123510998
126435750,-4.17746461829408,-48.552061842346,-4.59211184977313
126435734,-4.7795618219311296,-43.43359684955879,-17.0105104746606
126435718,-4.21786607967298,-48.5569985541554,-6.28678947563891
126435892,-4.835185870656581,-42.6100873872931,-18.7285654781695
126435782,-4.05849788567435,-65.5444174225229,-4.6454889380472
126435720,-4.34985708416765,-75.91157926197559,-51.1650913562076
126435894,-5.26229096979774,-87.95873338896591,-38.33756569731271
126435878,-5.994972946456048,-86.41114497369698,-27.358403168768
126435862,-4.94862641970934,-84.61648281494809,-22.6940600841312
126435846,-4.33484832208215,-76.89205229378841,-51.11743490781771
126435830,-5.65675253672363,-88.05431987970171,-35.7342126397681
126435814,-5.74332754352166,-86.30173627730791,-25.521410407365302
126435798,-4.51446522757701,-83.6023470304722,-20.958380120378894
126435810,-15.5256526536049,-47.9241715099757,-15.430230977860901
126435778,-15.853708954466699,-45.8988194781217,-16.1638264514779
126435780,-15.192394928965196,-64.9293484556742,-58.687981887831704
126435764,-15.1533974263305,-71.8550151774496,-56.7775238597395
126435748,-15.876711968763098,-90.98168129543129,-40.4654030052251
126435732,-16.2336868242453,-87.91315580448959,-28.896704461602106
126435890,-15.1958744282491,-63.9415055538013,-58.677823796485605
126435874,-15.1568769256144,-70.8671722755767,-56.767365768393404
126435858,-15.9870411221525,-90.099820648807,-39.3423599621961
126435876,-15.6025704673193,-35.6780097086346,-42.2605213792884
126435860,-16.081794485791,-51.63369116967539,-44.932414478985
126435812,-16.30443616611,-51.851088119101,-43.1185789495449
126435796,-15.2306694210883,-54.06307653507221,-58.576242883024996
126435808,-29.1009138993168,-62.44010830137049,-22.2538826460616
126435792,-29.972725212243198,-30.5494202556672,-30.920051390244
126435760,-29.936149611134,-29.561929181096698,-34.0561321740489
126435746,-29.080889412403003,-65.4482263159037,-58.6584647131364
126435730,-29.0488509083361,-70.3982072339334,-56.727690502352104
126435714,-29.182414404477,-85.3510969690763,-43.0629696127401
126439269,-29.2036778771389,-86.5400803589024,-38.4090187296353
126435888,-28.2360528677779,-86.52075479804961,-38.3824599483787
126435872,-29.08436891168689,-64.4603834140308,-58.6483066217904
126435856,-29.0596509114437,-69.4049811277279,-57.708314744763406
126435840,-29.1298780992561,-84.3941376485231,-45.105127612131994
126435824,-29.194465159872397,-85.6032791205851,-38.5214720930371
126435736,-21.5427913790125,-18.5672915010268,-25.3845339172787
126435712,-49.2399918628858,-27.192695048603802,19.8399983110625
126435886,-63.7270434300786,-27.517240381693306,12.9777030805864
126435870,-71.3507044903485,-27.9465345667661,8.3784171789818
126435854,-61.8842340011485,-27.566854791718196,17.7111324546768
126435838,-67.6926798089861,-28.413766053780602,28.283391573618303
126435822,-64.6796315963029,-28.5205912007617,39.148113056827896
126435728,-22.553237222027803,-25.261567822996607,-15.1715391741751
126435806,-34.1086323091938,-9.44841051352391,6.1132540597822205
126435790,-18.5853113334093,-8.357143108458049,22.6628243967259
126435774,-4.687981691669259,-77.79418999606729,5.17178006085256
126435742,-2.34067042362152,-76.5832028178091,19.9560785828123
126435726,-16.7096353869074,-47.889706258191204,-2.26137778214174
126435710,-29.342051955036503,-47.98847826944451,-7.757996579925151
126435884,-29.3514694909336,-50.1873717109965,-13.0283321169082
126435868,-28.0797294798628,-38.3493211878153,-8.81062572810586
126435852,-14.1587148994007,-38.4610571466638,-5.5174345733254
126435836,-30.139015343438395,-38.2573404377205,-11.831324334564
126435820,-41.7807135348911,-19.401616198509398,-0.4300109489172
126435804,-47.115133039044196,-19.227304466335106,1.8142765908994096
126435788,-60.691773627194,-20.0549822689736,2.55424630052977
126435756,-14.594936381493303,-6.72013642571472,-29.2020546487287
126435740,-37.157123442488,-45.4186919671424,53.3421651948087
126435724,0.685092386673273,-1.49429734605914,55.2631310837615
126439253,-45.263594811959706,-8.16343715328399,35.756223281759894
126435708,-37.9480408471783,-8.67265870283438,-38.4879796935311
126439237,-17.491145605087098,54.495968477522105,28.410326604491896
146022016,-6.34815157871326,-36.915046752877394,-50.689349790356204
146021982,-4.38279556111087,-41.8783841140502,-49.7790620508333
146021966,-5.37794643417732,-38.91808834698421,-49.7435893086091
